Lemma,Sense,SuperSense,POS_Tag,Definition,Head,HeadAmod,Gender,Examples
prosthetist,prosthetist.n.01,noun.person,n,an expert in prosthetics,expert,,,[]
prosthodontist,prosthodontist.n.01,noun.person,n,a dentist who is expert in prosthodontics,dentist,,,[]
prostitute,prostitute.n.01,noun.person,n,a woman who engages in sexual intercourse for money,woman,,F,[]
protagonist,supporter.n.01,noun.person,n,a person who backs a politician or a team etc.,person,,,"['all their supporters came out for the game', 'they are friends of the library']"
protagonist,protagonist.n.02,noun.person,n,the principal character in a work of fiction,character,,,[]
protectionist,protectionist.n.01,noun.person,n,an advocate of protectionism,advocate,,,[]
protector,defender.n.01,noun.person,n,a person who cares for persons or property,person,,,[]
protector_of_boundaries,jupiter_fidius.n.01,noun.person,n,an epithet for Jupiter,epithet,,,[]
protege,protege.n.01,noun.person,n,a person who receives support and protection from an influential patron who furthers the protege's career,person,,,[]
protegee,protegee.n.01,noun.person,n,a woman protege,protege,,,[]
protestant_deacon,deacon.n.01,noun.person,n,a Protestant layman who assists the minister,layman,,,[]
protester,dissenter.n.01,noun.person,n,a person who dissents from some established policy,person,,,[]
protester,demonstrator.n.03,noun.person,n,someone who participates in a public display of group feeling,someone,,,[]
proteus,proteus.n.01,noun.person,n,(Greek mythology) a prophetic god who served Poseidon; was capable of changing his shape at will,mythology,,,[]
protozoologist,protozoologist.n.01,noun.person,n,a zoologist who studies protozoans,zoologist,,,[]
proudhon,proudhon.n.01,noun.person,n,French socialist who argued that property is theft (1809-1865),socialist,,,[]
proust,proust.n.01,noun.person,n,French novelist (1871-1922),novelist,,,[]
provider,supplier.n.01,noun.person,n,someone whose business is to supply a particular service or commodity,someone,,,[]
provider,provider.n.02,noun.person,n,someone who provides the means for subsistence,someone,,,[]
provisioner,sutler.n.01,noun.person,n,a supplier of victuals or supplies to an army,supplier,,,[]
provocateur,agent_provocateur.n.01,noun.person,n,a secret agent who incites suspected persons to commit illegal acts,agent,,,[]
provoker,instigator.n.01,noun.person,n,someone who deliberately foments trouble,someone,,,['she was the instigator of their quarrel']
provost,provost.n.01,noun.person,n,a high-ranking university administrator,administrator,,,[]
provost_marshal,provost_marshal.n.01,noun.person,n,the supervisor of the military police,supervisor,,,[]
prowler,prowler.n.01,noun.person,n,someone who prowls or sneaks about; usually with unlawful intentions,someone,,,[]
proxy,proxy.n.01,noun.person,n,a person authorized to act for another,person,,,[]
prude,prude.n.01,noun.person,n,a person excessively concerned about propriety and decorum,person,,,[]
pruner,pruner.n.01,noun.person,n,a worker who thins out and trims trees and shrubs,worker,,,"[""untouched by the pruner's axe""]"
psalmist,psalmist.n.01,noun.person,n,a composer of sacred songs,composer,,,['David is called The Psalmist because he is believed to be the author of the Book of Psalms']
psephologist,psephologist.n.01,noun.person,n,a sociologist who studies election trends,sociologist,,,[]
pseud,imposter.n.01,noun.person,n,a person who makes deceitful pretenses,person,,,[]
psyche,soul.n.01,noun.person,n,the immaterial part of a person; the actuating cause of an individual life,part,,,[]
psyche,psyche.n.03,noun.person,n,(Greek mythology) a beautiful princess loved by Cupid who visited her at night and told her she must not try to see him; became the personification of the soul,mythology,,,[]
psychiatrist,psychiatrist.n.01,noun.person,n,a physician who specializes in psychiatry,physician,,,[]
psycho,psychotic.n.01,noun.person,n,a person afflicted with psychosis,afflicted,,,[]
psychoanalyst,analyst.n.03,noun.person,n,a licensed practitioner of psychoanalysis,practitioner,,,[]
psycholinguist,psycholinguist.n.01,noun.person,n,a person (usually a psychologist but sometimes a linguist) who studies the psychological basis of human language,person,,,[]
psychologist,psychologist.n.01,noun.person,n,a scientist trained in psychology,trained,,,[]
psychopath,sociopath.n.01,noun.person,n,someone with a sociopathic personality; a person with an antisocial personality disorder (`psychopath' was once widely used but has now been superseded by `sociopath'),someone,,,[]
psychophysicist,psychophysicist.n.01,noun.person,n,a psychologist trained in psychophysics,trained,,,[]
psychopomp,psychopomp.n.01,noun.person,n,a conductor of souls to the afterworld,conductor,,,['Hermes was their psychopomp']
psychotherapist,psychotherapist.n.01,noun.person,n,a therapist who deals with mental and emotional disorders,therapist,,,[]
psychotic_person,psychotic.n.01,noun.person,n,a person afflicted with psychosis,afflicted,,,[]
ptah,ptah.n.01,noun.person,n,a major Egyptian god; shaper of the world; father of gods and men; worshipped especially at Memphis,god,,,[]
pteridologist,pteridologist.n.01,noun.person,n,an expert in the study of ferns,expert,,,[]
ptolemy,ptolemy.n.01,noun.person,n,Alexandrian astronomer (of the 2nd century) who proposed a geocentric system of astronomy that was undisputed until the late Renaissance,astronomer,,,[]
ptolemy_i,ptolemy_i.n.01,noun.person,n,the king of Egypt who founded the Macedonian dynasty in Egypt; a close friend and general of Alexander the Great who took charge of Egypt after Alexander died (circa 367-285 BC),king,,M,[]
ptolemy_ii,ptolemy_ii.n.01,noun.person,n,son of Ptolemy I and king of Egypt who was said to be responsible for the Septuagint (circa 309-247 BC),son,,M,[]
public_defender,public_defender.n.01,noun.person,n,a lawyer who represents indigent defendants at public expense,lawyer,,,[]
public_executioner,executioner.n.01,noun.person,n,an official who inflicts capital punishment in pursuit of a warrant,official,,,[]
public_figure,name.n.04,noun.person,n,a well-known or notable person,person,,,"['they studied all the great names in the history of France', 'she is an important figure in modern music']"
public_prosecutor,prosecutor.n.01,noun.person,n,a government official who conducts criminal prosecutions on behalf of the state,official,,,[]
public_relations_man,press_agent.n.01,noun.person,n,someone employed to arrange publicity (for a firm or a public figure),someone,,,[]
public_relations_person,public_relations_person.n.01,noun.person,n,a person employed to establish and promote a favorable relationship with the public,person,,,[]
public_servant,public_servant.n.01,noun.person,n,someone who holds a government position (either by election or appointment),someone,,,[]
public_speaker,orator.n.01,noun.person,n,a person who delivers a speech or oration,person,,,[]
publican,publican.n.01,noun.person,n,the keeper of a public house,keeper,,,[]
publiciser,publicist.n.01,noun.person,n,someone who publicizes,someone,,,[]
publicist,publicist.n.01,noun.person,n,someone who publicizes,someone,,,[]
publicity_man,press_agent.n.01,noun.person,n,someone employed to arrange publicity (for a firm or a public figure),someone,,,[]
publicizer,publicist.n.01,noun.person,n,someone who publicizes,someone,,,[]
publisher,publisher.n.02,noun.person,n,a person engaged in publishing periodicals or books or music,engaged,,,[]
publisher,publisher.n.03,noun.person,n,the proprietor of a newspaper,proprietor,,,[]
publius_aelius_hadrianus,hadrian.n.01,noun.person,n,Roman Emperor who was the adoptive son of Trajan; travelled throughout his empire to strengthen its frontiers and encourage learning and architecture; on a visit to Britain in 122 he ordered the construction of Hadrian's Wall (76-138),Emperor,,M,[]
publius_cornelius_scipio,scipio.n.01,noun.person,n,Roman general who commanded the invasion of Carthage in the second Punic War and defeated Hannibal at Zama (circa 237-183 BC),general,,,[]
publius_cornelius_scipio_africanus_major,scipio.n.01,noun.person,n,Roman general who commanded the invasion of Carthage in the second Punic War and defeated Hannibal at Zama (circa 237-183 BC),general,,,[]
publius_cornelius_tacitus,tacitus.n.01,noun.person,n,Roman historian who wrote major works on the history of the Roman Empire (56-120),historian,,,[]
publius_ovidius_naso,ovid.n.01,noun.person,n,Roman poet remembered for his elegiac verses on love (43 BC - AD 17),remembered,,,[]
publius_terentius_afer,terence.n.01,noun.person,n,dramatist of ancient Rome (born in Greece) whose comedies were based on works by Menander (190?-159 BC),dramatist,,,[]
publius_vergilius_maro,virgil.n.01,noun.person,n,a Roman poet; author of the epic poem `Aeneid' (70-19 BC),poet,,,[]
puccini,puccini.n.01,noun.person,n,Italian operatic composer noted for the dramatic realism of his operas (1858-1924),noted,,,[]
puck,puck.n.01,noun.person,n,a mischievous sprite of English folklore,sprite,,,[]
pudden-head,stupid.n.01,noun.person,n,a person who is not very bright,person,,,"['The economy, stupid!']"
pudding_head,stupid.n.01,noun.person,n,a person who is not very bright,person,,,"['The economy, stupid!']"
puddler,puddler.n.01,noun.person,n,a worker who turns pig iron into wrought iron by puddling,worker,,,[]
pudge,pudge.n.01,noun.person,n,a short fat person,person,,,[]
pueblo,pueblo.n.01,noun.person,n,a member of any of about two dozen Native American peoples called `Pueblos' by the Spanish because they live in pueblos (villages built of adobe and rock),member,,,[]
puerpera,puerpera.n.01,noun.person,n,a woman in childbirth or shortly thereafter,woman,,F,[]
puerto_rican,puerto_rican.n.01,noun.person,n,a native or resident of Puerto Rico,a,,,[]
pugilist,boxer.n.01,noun.person,n,someone who fights with his fists for sport,someone,,,[]
pugin,pugin.n.01,noun.person,n,English architect who played a prominent role in the 19th century revival of Gothic architecture (1812-1852),architect,,,[]
puke,rotter.n.01,noun.person,n,a person who is deemed to be despicable or contemptible,person,,,"['only a rotter would do that', 'kill the rat', 'throw the bum out', 'you cowardly little pukes!', ""the British call a contemptible person a `git'""]"
pulitzer,pulitzer.n.01,noun.person,n,United States newspaper publisher (born in Hungary) who established the Pulitzer prizes (1847-1911),publisher,,,[]
