Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
plotter,conspirator.n.01,noun.person,n,a member of a conspiracy,[],member,,N
ploughboy,plowboy.n.01,noun.person,n,a boy who leads the animals that draw a plow,[],boy,,M
ploughman,plowman.n.01,noun.person,n,a man who plows,[],man,,M
ploughwright,plowwright.n.01,noun.person,n,a workman who makes and repairs plows,[],,,
plowboy,plowboy.n.01,noun.person,n,a boy who leads the animals that draw a plow,[],boy,,M
plower,plowman.n.01,noun.person,n,a man who plows,[],man,,M
plowman,plowman.n.01,noun.person,n,a man who plows,[],man,,M
plowwright,plowwright.n.01,noun.person,n,a workman who makes and repairs plows,[],,,
plug-ugly,tough_guy.n.01,noun.person,n,someone who bullies weaker people,[],someone,,N
plugger,promoter.n.01,noun.person,n,someone who is an active supporter and advocate,[],someone,,N
plumber,plumber.n.01,noun.person,n,a craftsman who installs and repairs pipes and fixtures and appliances,[],,,N
plunderer,plunderer.n.01,noun.person,n,someone who takes spoils or plunder (as in war),[],someone,,N
plunger,speculator.n.02,noun.person,n,someone who risks losses for the possibility of considerable gains,[],someone,,N
plunger,diver.n.02,noun.person,n,someone who dives (into water),[],someone,,N
pluralist,pluralist.n.01,noun.person,n,a cleric who holds more than one benefice at a time,[],,,N
pluralist,pluralist.n.02,noun.person,n,a philosopher who believes that no single explanation can account for all the phenomena of nature,[],,,
pluralist,pluralist.n.03,noun.person,n,someone who believes that distinct ethnic or cultural or religious groups can exist together in society,[],someone,,N
plutarch,plutarch.n.01,noun.person,n,Greek biographer who wrote Parallel Lives (46?-120 AD),[],,,N
pluto,pluto.n.01,noun.person,n,a cartoon character created by Walt Disney,[],,,N
pluto,pluto.n.02,noun.person,n,(Greek mythology) the god of the underworld in ancient mythology; brother of Zeus and husband of Persephone,[],,,
plutocrat,plutocrat.n.01,noun.person,n,someone who exercises power by virtue of wealth,[],someone,,N
plyer,plier.n.01,noun.person,n,someone who plies a trade,[],someone,,N
plyers,plier.n.01,noun.person,n,someone who plies a trade,[],someone,,N
pm,prime_minister.n.01,noun.person,n,the person who holds the position of head of the government in the United Kingdom,[],person,,N
pms,prime_minister.n.01,noun.person,n,the person who holds the position of head of the government in the United Kingdom,[],person,,N
po,petty_officer.n.01,noun.person,n,a noncommissioned officer in the Navy or Coast Guard with a rank comparable to sergeant in the Army,[],,,N
poacher,poacher.n.01,noun.person,n,someone who hunts or fishes illegally on the property of another,[],someone,,N
pocahontas,pocahontas.n.01,noun.person,n,a Powhatan woman (the daughter of Powhatan) who befriended the English at Jamestown and is said to have saved Captain John Smith's life (1595-1617),[],woman,,F
podiatrist,chiropodist.n.01,noun.person,n,a specialist in care for the feet,[],,,
poe,poe.n.01,noun.person,n,United States writer and poet (1809-1849),[],,,
poet,poet.n.01,noun.person,n,a writer of poems (the term is usually reserved for writers of good poetry),[],,,
poet-singer,folk_singer.n.01,noun.person,n,a singer of folk songs,[],,,N
poet_laureate,poet_laureate.n.01,noun.person,n,a poet who is unofficially regarded as holding an honorary position in a particular group or region,"['she is the poet laureate of all lyricists', 'he is the poet laureate of Arkansas']",,,
poet_laureate,poet_laureate.n.02,noun.person,n,the poet officially appointed to the royal household in Great Britain,['the poet laureate is expected to provide poems for great national occasions'],,,
poetess,poetess.n.01,noun.person,n,a woman poet,[],poet,woman,F
poetiser,rhymer.n.01,noun.person,n,a writer who composes rhymes; a maker of poor verses (usually used as terms of contempt for minor or inferior poets),[],,,
poetizer,rhymer.n.01,noun.person,n,a writer who composes rhymes; a maker of poor verses (usually used as terms of contempt for minor or inferior poets),[],,,
poilu,poilu.n.01,noun.person,n,a French soldier (especially in World War I),[],,,N
point_man,point_man.n.01,noun.person,n,someone who is the forefront of an important enterprise,"[""he is the president's point man on economic issues""]",someone,,N
point_man,point_man.n.02,noun.person,n,a soldier who goes ahead of a patrol,[],,,N
point_woman,point_woman.n.01,noun.person,n,a woman who is the forefront of an important enterprise,[],woman,,F
pointsman,pointsman.n.01,noun.person,n,a policeman stationed at an intersection to direct traffic,[],,,N
poisoner,poisoner.n.01,noun.person,n,someone who kills with poison,[],someone,,N
poitier,poitier.n.01,noun.person,n,United States film actor and director (born in 1927),[],,,
poitiers,poitier.n.01,noun.person,n,United States film actor and director (born in 1927),[],,,
poke,dawdler.n.01,noun.person,n,someone who takes more time than necessary; someone who lags behind,[],someone,,N
pol,politician.n.02,noun.person,n,a person active in party politics,[],person,,N
polack,polack.n.01,noun.person,n,a person of Polish descent,[],person,,N
pole,pole.n.02,noun.person,n,a native or inhabitant of Poland,[],,,
pole_jumper,vaulter.n.01,noun.person,n,an athlete who jumps over a high crossbar with the aid of a long pole,[],,,N
pole_vaulter,vaulter.n.01,noun.person,n,an athlete who jumps over a high crossbar with the aid of a long pole,[],,,N
polemicist,polemicist.n.01,noun.person,n,a writer who argues in opposition to others (especially in theology),[],,,
polemics,polemicist.n.01,noun.person,n,a writer who argues in opposition to others (especially in theology),[],,,
polemist,polemicist.n.01,noun.person,n,a writer who argues in opposition to others (especially in theology),[],,,
police_captain,captain.n.03,noun.person,n,a policeman in charge of a precinct,[],,,N
police_chief,captain.n.03,noun.person,n,a policeman in charge of a precinct,[],,,N
police_commissioner,police_commissioner.n.01,noun.person,n,a civil commissioner appointed to supervise the duties and discipline of the police,[],,,N
police_constable,constable.n.03,noun.person,n,a police officer of the lowest rank,[],,,N
police_detective,detective.n.01,noun.person,n,a police officer who investigates crimes,[],,,N
police_lieutenant,lieutenant.n.02,noun.person,n,an officer in a police force,[],,,N
police_matron,police_matron.n.01,noun.person,n,a woman policeman,[],policeman,woman,F
police_officer,policeman.n.01,noun.person,n,a member of a police force,"['it was an accident, officer']",member,,N
police_sergeant,police_sergeant.n.01,noun.person,n,a lawman with the rank of sergeant,[],,,N
policeman,policeman.n.01,noun.person,n,a member of a police force,"['it was an accident, officer']",member,,N
policewoman,police_matron.n.01,noun.person,n,a woman policeman,[],policeman,woman,F
policy_maker,policy_maker.n.01,noun.person,n,someone who sets the plan pursued by a government or business etc.,['policy makers often make the right decision for the wrong reason'],someone,,N
policyholder,policyholder.n.01,noun.person,n,"a person who holds an insurance policy; usually, the client in whose name an insurance policy is written",[],person,,N
political_boss,party_boss.n.01,noun.person,n,a leader in a political party who controls votes and dictates appointments,['party bosses have a reputation for corruption'],,,N
political_commissar,commissar.n.01,noun.person,n,an official of the Communist Party who was assigned to teach party principles to a military unit,[],,,N
political_detainee,detainee.n.01,noun.person,n,some held in custody,[],,,
political_dissident,political_dissident.n.01,noun.person,n,a dissenter from political orthodoxy,[],,,N
political_hack,machine_politician.n.01,noun.person,n,a politician who belongs to a small clique that controls a political party for private rather than public ends,[],,,N
political_leader,politician.n.02,noun.person,n,a person active in party politics,[],person,,N
political_prisoner,political_prisoner.n.01,noun.person,n,someone who is imprisoned because of their political views,[],someone,,N
political_scientist,political_scientist.n.01,noun.person,n,a social scientist specializing in the study of government,[],,,N
politician,politician.n.01,noun.person,n,a leader engaged in civil administration,[],,,N
politician,politician.n.02,noun.person,n,a person active in party politics,[],person,,N
politician,politician.n.03,noun.person,n,a schemer who tries to gain advantage in an organization in sly or underhanded ways,[],,,N
politico,politician.n.02,noun.person,n,a person active in party politics,[],person,,N
polk,polk.n.01,noun.person,n,11th President of the United States; his expansionism led to the Mexican War and the annexation of California and much of the southwest (1795-1849),[],,,
poll_taker,pollster.n.01,noun.person,n,someone who conducts surveys of public opinion,"['a pollster conducts public opinion polls', 'a headcounter counts heads']",someone,,N
pollack,pollack.n.01,noun.person,n,United States filmmaker (born in 1934),[],,,N
pollock,pollock.n.01,noun.person,n,United States artist famous for painting with a drip technique; a leader of abstract expressionism in America (1912-1956),[],,,N
pollster,pollster.n.01,noun.person,n,someone who conducts surveys of public opinion,"['a pollster conducts public opinion polls', 'a headcounter counts heads']",someone,,N
polluter,polluter.n.01,noun.person,n,a person or organization that causes pollution of the environment,[],person,,N
polo,polo.n.01,noun.person,n,Venetian traveler who explored Asia in the 13th century and served Kublai Khan (1254-1324),[],,,N
poltergeist,poltergeist.n.01,noun.person,n,a ghost that announces its presence with rapping and the creation of disorder,[],,,
polyandrist,polyandrist.n.01,noun.person,n,a woman with two or more husbands,[],woman,,F
polycarp,polycarp.n.01,noun.person,n,Greek bishop of Smyrna who refused to recant his Christian faith and was burned to death by pagans (circa 69-155),[],,,N
polygamist,polygamist.n.01,noun.person,n,someone who is married to two or more people at the same time,[],someone,,N
polygynist,polygynist.n.01,noun.person,n,a man with two or more wives,[],man,,M
polyhymnia,polyhymnia.n.01,noun.person,n,(Greek mythology) the Muse of singing and mime and sacred dance,[],,,
polymath,polymath.n.01,noun.person,n,a person of great and varied learning,[],person,,N
polytheist,polytheist.n.01,noun.person,n,one who believes in a plurality of gods,[],one,,N
pom,pommy.n.01,noun.person,n,a disparaging term for a British person,[],,,
pommy,pommy.n.01,noun.person,n,a disparaging term for a British person,[],,,
pomo,pomo.n.01,noun.person,n,a member of an Indian people of northern California living along the Russian River valley and adjacent Pacific coast,[],member,,N
pomologist,pomologist.n.01,noun.person,n,someone versed in pomology or someone who cultivates fruit trees,[],someone,,N
pompadour,pompadour.n.01,noun.person,n,"French noblewoman who was the lover of Louis XV, whose policies she influenced (1721-1764)",[],,,F
pompey,pompey.n.01,noun.person,n,Roman general and statesman who quarrelled with Caesar and fled to Egypt where he was murdered (106-48 BC),[],,,N
pompey_the_great,pompey.n.01,noun.person,n,Roman general and statesman who quarrelled with Caesar and fled to Egypt where he was murdered (106-48 BC),[],,,N
ponca,ponca.n.01,noun.person,n,a member of the Siouan people of the Missouri river valley in northeastern Nebraska,[],member,,N
ponce,ponce.n.01,noun.person,n,a man who is effeminate in his manner and fussy in the way he dresses,[],man,,M
ponce,pimp.n.01,noun.person,n,someone who procures customers for whores (in England they call a pimp a ponce),[],someone,,N
ponce_de_leon,ponce_de_leon.n.01,noun.person,n,Spanish explorer who accompanied Columbus on his second trip in 1493; in 1513 he discovered Florida while searching for the legendary Fountain of Youth (1460-1521),[],,,N
ponderer,muser.n.01,noun.person,n,a reflective thinker characterized by quiet contemplation,[],,,N
ponka,ponca.n.01,noun.person,n,a member of the Siouan people of the Missouri river valley in northeastern Nebraska,[],member,,N
pons,pons.n.01,noun.person,n,United States coloratura soprano (born in France) (1904-1976),[],,,F
ponselle,ponselle.n.01,noun.person,n,United States soprano (1897-1981),[],,,F
pontiac,pontiac.n.01,noun.person,n,famous chief of the Ottawa who led an unsuccessful rebellion against the British (1715-1769),[],,,N
pontifex,pontifex.n.01,noun.person,n,a member of the highest council of priests in ancient Rome,[],member,,N
pontiff,pope.n.01,noun.person,n,the head of the Roman Catholic Church,[],,,N
